country|dob|hand
ISR|17/08/1997|N/A
ISR|02/06/2000|N/A
BEN|10/02/1994|N/A
BEN|13/07/1998|N/A
BEN|25/04/2000|N/A
ETH|29/06/1986|N/A
BEL|25/07/1985|N/A
TUR|01/01/1997|N/A
BEN|18/04/2002|N/A
BLR|17/08/1997|N/A
RUS|07/12/1978|N/A
ROM|12/10/1974|N/A
BEN|24/05/1998|N/A
GER|01/08/1994|N/A
THA|25/11/1951|N/A
IND|16/10/1995|N/A
IND|01/01/1987|N/A
ENG|N/A|N/A
LAT|17/01/1989|N/A
GUA|03/01/2004|N/A
SUR|02/07/1999|N/A
MEX|30/07/1998|N/A
CUB|01/11/1995|N/A
PER|27/02/1988|N/A
GUA|N/A|N/A
GUA|31/01/1996|N/A
GUA|24/03/1991|N/A
CAN|25/05/1994|N/A
FRA|04/05/1997|N/A
SCO|22/06/2000|N/A
FRA|05/03/1990|N/A
FRA|28/08/1964|N/A
FRA|17/04/1982|N/A
IRI|04/10/1993|N/A
DEN|25/02/1985|N/A
BUL|12/07/1994|N/A
BUL|19/07/2000|N/A
TUR|01/05/1997|N/A
SUI|04/01/1995|N/A
MGL|27/03/1998|N/A
TUR|10/06/1997|N/A
GRE|27/09/2002|N/A
ITA|20/05/1995|N/A
NCL|30/12/1987|N/A
ARG|21/02/1996|N/A
ARG|14/04/2000|N/A
SRI|15/05/1970|N/A
FRA|06/11/1998|N/A
FRA|22/06/2000|N/A
ITA|25/09/1993|N/A
IND|06/11/2002|N/A
UZB|01/02/1965|N/A
SWE|14/04/1999|N/A
SWE|26/09/1996|N/A
CYP|14/11/2001|N/A
BEL|27/10/1998|N/A
TUR|16/07/1996|N/A
TUR|13/08/2003|N/A
TUR|08/09/2000|N/A
TUR|07/08/1996|N/A
TUR|19/02/1998|N/A
TUR|03/06/1959|N/A
TUR|01/08/1997|N/A
ETH|29/07/1990|N/A
AUT|12/12/1994|N/A
AUT|N/A|N/A
IRL|16/07/2001|N/A
GER|01/01/1994|N/A
BEL|30/11/1994|N/A
UKR|12/02/2003|N/A
SRI|13/08/1956|N/A
FRA|20/07/2000|N/A
CHN|14/01/1994|N/A
CHN|20/01/1992|N/A
HKG|20/01/1992|LeftHanded
IRL|09/01/1959|N/A
KAZ|10/05/1995|N/A
TUR|28/08/2003|N/A
TUR|19/05/1998|N/A
NZL|18/05/1989|N/A
IND|20/08/1956|N/A
FRA|13/05/1979|N/A
FRA|10/08/1951|N/A
GER|08/02/1992|LeftHanded
NCL|14/12/2002|N/A
RUS|01/01/1996|N/A
NZL|01/06/1995|N/A
ETH|10/07/1999|N/A
ETH|17/11/1999|N/A
TUR|13/10/1950|N/A
UKR|31/03/2002|N/A
RUS|01/01/1980|N/A
RUS|27/12/1995|N/A
RUS|15/01/1995|N/A
CZE|14/01/2002|N/A
NED|10/03/2002|N/A
SWE|19/10/1989|N/A
INA|03/02/2000|N/A
NCL|29/12/1991|N/A
BEL|06/08/1998|N/A
TUR|31/05/2004|N/A
IND|22/12/1956|N/A
UGA|25/10/1998|N/A
IND|25/07/1961|N/A
USA|09/08/1992|N/A
INA|05/12/1995|N/A
FRA|16/05/1994|N/A
FRA|01/04/2003|N/A
SUI|22/04/1995|N/A
PYF|20/10/1986|N/A
IND|05/12/2000|N/A
IND|12/01/2002|N/A
IND|24/10/1999|N/A
IND|19/01/1998|N/A
INA|N/A|N/A
INA|12/12/1999|N/A
FRA|29/09/1995|N/A
FRA|18/02/2001|N/A
ETH|15/12/1998|N/A
INA|06/01/2001|N/A
IND|08/11/1996|N/A
IND|19/07/1952|N/A
INA|27/12/2000|N/A
NRU|08/09/1998|N/A
GER|17/01/1990|N/A
IND|20/10/1988|N/A
MAS|03/02/1995|N/A
BEL|22/02/1999|N/A
THA|09/05/1961|N/A
IND|29/12/1968|N/A
IND|23/10/1996|N/A
NZL|22/04/1997|N/A
AUS|N/A|RightHanded
FRA|09/04/1950|N/A
FRA|09/04/1948|N/A
IND|29/07/1972|N/A
FRA|11/02/1959|N/A
INA|12/04/1999|N/A
NEP|15/12/1998|N/A
NEP|15/12/1998|N/A
IND|17/09/1996|N/A
BEL|24/04/1986|N/A
TUR|16/05/2004|N/A
DEN|29/08/1964|N/A
IND|02/07/1988|RightHanded
IND|10/06/1998|N/A
IND|07/11/2000|N/A
IND|31/07/1966|N/A
IND|25/05/1994|N/A
INA|08/11/2002|N/A
INA|17/07/2002|N/A
INA|05/05/2002|N/A
INA|07/03/2002|N/A
INA|07/03/2002|N/A
INA|29/11/1995|N/A
INA|22/08/2000|N/A
INA|20/08/2004|N/A
INA|N/A|N/A
INA|21/10/2002|N/A
INA|11/02/1999|N/A
INA|23/06/2006|N/A
BEL|03/09/1998|N/A
BEL|30/05/1995|N/A
MRI|10/08/2002|N/A
IND|06/06/1993|N/A
IND|26/06/1961|N/A
IND|13/07/1989|N/A
IND|28/12/1992|N/A
NEP|18/01/1997|N/A
IND|01/08/1958|N/A
INA|01/05/2001|N/A
IND|17/04/1999|N/A
INA|30/01/1996|N/A
IND|01/02/1996|N/A
SRI|07/08/1997|N/A
AUS|N/A|N/A
NZL|23/01/1988|N/A
AUS|19/08/1981|N/A
IND|24/08/2001|N/A
IND|04/02/1988|N/A
IND|19/04/2000|N/A
IND|28/01/1992|N/A
INA|05/01/2003|N/A
IND|12/08/1977|N/A
BHU|30/12/1993|N/A
INA|18/02/2000|N/A
CHN|27/05/2001|N/A
CHN|27/02/2001|N/A
ITA|19/03/1981|N/A
FRA|22/10/1959|N/A
CIV|07/07/2000|N/A
CIV|01/12/1996|N/A
INA|20/11/1995|N/A
SRI|04/05/2001|N/A
SRI|11/08/1997|N/A
POR|27/04/2000|N/A
POR|28/02/1996|N/A
SRI|26/03/2001|N/A
SRI|18/07/1996|N/A
CIV|31/12/1999|N/A
ARG|18/08/1990|N/A
INA|28/07/1999|N/A
ESP|22/03/2000|N/A
VEN|19/09/1998|N/A
ESP|N/A|N/A
MEX|02/11/1999|N/A
ENG|20/06/1967|N/A
SUI|22/04/2000|N/A
SUI|20/04/2003|N/A
RSA|19/05/1989|N/A
FRA|02/02/1973|N/A
UGA|02/08/2004|N/A
GUA|03/02/2000|N/A
GUA|07/04/2001|N/A
RUS|05/08/1978|RightHanded
NED|28/10/1999|N/A
NED|28/10/1999|N/A
BEL|18/11/1991|RightHanded
GER|02/02/1959|N/A
GER|13/02/1980|N/A
SUI|25/02/2003|N/A
GER|30/11/1970|N/A
FRA|08/01/1979|N/A
FRA|26/03/2001|N/A
COD|10/02/1995|N/A
INA|20/05/2003|N/A
ARU|03/09/1994|N/A
FRA|11/01/1997|N/A
TUR|01/01/2001|N/A
GER|29/07/1999|N/A
IND|28/01/1997|N/A
TUR|13/01/2004|N/A
INA|10/07/1989|N/A
ENG|23/01/2003|N/A
ENG|23/01/2003|N/A
UZB|01/09/2002|N/A
GRE|02/05/2003|N/A
LTU|05/03/1996|N/A
INA|16/02/1998|N/A
CRO|06/12/1993|N/A
BUL|04/04/1990|N/A
BUL|08/10/1972|RightHanded
BUL|30/03/2000|N/A
BUL|11/06/1999|N/A
BUL|13/05/1997|N/A
RUS|29/04/1982|RightHanded
BUL|07/08/1984|RightHanded
INA|04/01/1999|N/A
INA|12/07/2003|N/A
INA|08/02/2000|N/A
DEN|25/07/1992|N/A
IND|19/12/1988|N/A
NZL|19/03/1998|N/A
CHN|28/12/1997|N/A
USA|09/12/1999|N/A
VIE|23/02/1995|N/A
VIE|03/03/1993|N/A
INA|11/12/2004|N/A
INA|02/11/2001|N/A
BOT|19/01/1995|N/A
MDA|24/01/2001|N/A
MRI|19/06/1974|N/A
INA|17/10/1999|N/A
INA|20/05/2001|N/A
GER|16/07/1992|N/A
GER|01/01/1980|N/A
BOT|31/07/1990|N/A
GER|14/09/1964|N/A
IND|03/03/1972|N/A
CZE|26/06/2003|N/A
ENG|16/09/1981|N/A
ENG|03/04/1997|N/A
IND|08/02/1966|N/A
INA|31/01/2002|N/A
BRN|09/07/1994|N/A
SUR|N/A|N/A
INA|16/10/2000|N/A
BEN|15/08/1991|N/A
ALG|22/11/1991|N/A
SIN|17/04/1986|N/A
BEN|08/06/1993|N/A
BEN|08/10/1994|N/A
INA|15/01/1999|N/A
CGO|23/03/1989|N/A
RUS|31/01/1998|N/A
RUS|13/01/1998|N/A
UKR|04/09/1990|N/A
KAZ|13/04/1996|N/A
UKR|N/A|N/A
UKR|22/08/1995|N/A
VIE|26/10/1999|N/A
VIE|06/02/1996|N/A
VIE|11/05/1996|N/A
KOR|28/01/2005|N/A
VIE|08/04/1996|N/A
VIE|28/09/1999|N/A
CZE|09/06/1999|N/A
BUL|13/11/1985|N/A
RUS|03/09/1993|N/A
ENG|02/03/1993|N/A
RUS|01/08/2003|N/A
SRI|22/08/1964|N/A
SUI|04/05/1956|N/A
IND|19/01/2002|N/A
SRB|16/11/1998|RightHanded
IND|11/06/2004|N/A
GHA|20/05/1998|N/A
GHA|20/05/1999|N/A
TUR|03/03/1966|N/A
TUR|05/01/1996|N/A
TUR|29/09/1965|N/A
TUR|26/07/1962|N/A
TUR|01/03/2001|N/A
BEN|02/01/2002|N/A
JPN|N/A|N/A
CZE|13/02/1997|N/A
CRO|19/07/1998|N/A
CRO|29/01/2002|N/A
RUS|05/12/2003|N/A
IRL|19/12/1994|N/A
KAZ|18/12/2004|N/A
TUR|20/07/1999|N/A
GER|17/05/1995|N/A
ENG|N/A|N/A
ENG|01/01/1980|N/A
INA|18/05/1999|N/A
RUS|10/02/1995|N/A
BEN|30/12/1995|N/A
MRI|N/A|N/A
ESP|31/08/1992|N/A
LUX|23/07/2003|N/A
GER|09/02/1987|N/A
GER|27/03/1991|RightHanded
UKR|04/12/1993|N/A
UKR|16/06/2002|N/A
AUS|26/02/1999|N/A
AUS|29/06/2002|N/A
AUS|05/10/2004|N/A
ZAM|N/A|N/A
INA|19/11/2003|N/A
ENG|07/04/2000|N/A
CHN|18/01/1997|N/A
CHN|15/06/1998|N/A
CAN|14/02/1994|N/A
CHN|18/01/1999|N/A
VIE|02/07/2001|N/A
VIE|01/01/1980|N/A
CMR|01/09/2003|N/A
NFK|20/08/1961|N/A
MRI|13/08/1998|N/A
MRI|10/10/1996|N/A
MRI|13/08/1998|N/A
MRI|10/05/1998|N/A
POL|13/11/2000|N/A
RUS|09/11/1991|N/A
RUS|02/06/2002|N/A
RUS|02/07/2003|N/A
GER|15/06/1994|RightHanded
FRA|19/01/2000|N/A
TLS|22/09/2000|N/A
CZE|14/10/2002|N/A
CZE|14/10/2002|N/A
CAN|08/12/1993|N/A
RSA|23/03/1987|N/A
FRA|30/04/1992|N/A
SCO|11/12/1954|N/A
CIV|19/12/2001|N/A
ENG|09/09/1995|N/A
BEN|07/07/1988|N/A
LTU|09/07/1983|N/A
ENG|03/04/1976|RightHanded
NZL|22/12/1985|N/A
NZL|16/06/1996|N/A
CAN|14/05/1964|N/A
ENG|21/07/1993|N/A
DEN|17/02/1968|N/A
CRO|06/03/1996|N/A
NOR|23/12/1952|N/A
ROU|10/05/2002|N/A
CZE|N/A|N/A
CZE|09/10/1996|N/A
SVK|24/04/1996|N/A
SVK|24/11/1994|N/A
SWE|20/06/1997|N/A
RUS|24/02/1981|RightHanded
RUS|31/03/1984|N/A
DEN|14/06/1972|N/A
GER|09/01/2004|N/A
LTU|12/02/1998|N/A
GER|23/12/1952|N/A
AUT|22/11/1999|RightHanded
ROU|16/06/1996|N/A
SVK|16/07/1998|N/A
FRA|10/02/2003|N/A
FRA|02/12/2004|N/A
POL|02/11/1974|N/A
FRA|17/12/1967|N/A
ENG|10/02/1954|N/A
UKR|27/08/1997|N/A
UKR|16/01/1973|RightHanded
CRO|07/08/1997|N/A
CRO|07/08/1997|N/A
IRQ|24/02/2000|N/A
CAN|26/06/1945|N/A
POL|20/06/1984|N/A
IND|12/08/1954|N/A
IND|27/02/1950|N/A
CHN|N/A|N/A
TPE|27/09/2000|N/A
CHN|19/04/1994|N/A
CHN|15/02/1998|N/A
SWE|16/12/1976|N/A
RSA|16/04/1975|N/A
NAM|N/A|RightHanded
RSA|13/08/1991|N/A
IND|06/11/1994|N/A
PER|15/02/1995|N/A
PER|N/A|N/A
PER|14/08/1994|N/A
POR|31/12/2002|N/A
MEX|04/05/1999|N/A
DOM|01/01/1980|N/A
POR|18/04/1995|N/A
BRA|N/A|N/A
MEX|18/05/2000|N/A
SVK|25/04/2002|N/A
UKR|16/01/2002|N/A
HUN|N/A|N/A
FRA|11/07/1974|N/A
RUS|20/10/2005|N/A
RUS|15/05/1980|N/A
POL|22/11/1992|N/A
GER|13/01/2003|N/A
THA|12/07/1996|N/A
UKR|19/12/2003|N/A
FRA|21/09/1998|N/A
POL|03/08/2001|N/A
GER|01/10/1966|N/A
FRA|23/06/1995|N/A
CZE|01/07/1949|N/A
NCL|03/09/1987|N/A
FRA|09/12/1988|N/A
IRL|13/05/2000|N/A
SCO|19/05/1998|RightHanded
NED|28/09/2000|N/A
BRA|20/09/2000|N/A
KAZ|07/04/1993|N/A
KAZ|29/08/1986|N/A
BUL|02/05/1957|N/A
MGL|23/07/2000|N/A
SRI|08/08/1998|N/A
HUN|16/08/2000|N/A
HUN|19/08/2003|N/A
TUR|19/07/1974|N/A
TUR|30/11/1969|RightHanded
SUI|02/08/1988|N/A
SLE|22/01/1996|N/A
GER|21/09/2001|N/A
MRI|29/10/1998|N/A
THA|21/11/1995|N/A
THA|05/03/2002|N/A
THA|23/08/1999|N/A
TUR|07/09/1973|N/A
IND|09/04/2002|N/A
IND|07/02/1997|N/A
INA|23/04/2004|N/A
FRA|13/10/1997|N/A
SCO|13/09/1998|RightHanded
IND|13/11/2001|N/A
IRL|01/02/2000|N/A
NZL|N/A|N/A
VIE|02/09/1996|N/A
VIE|N/A|N/A
USA|09/10/1998|N/A
VIE|N/A|RightHanded
VIE|N/A|N/A
FRA|22/09/1999|N/A
PER|24/09/2005|N/A
ETH|23/10/1991|N/A
IND|07/02/1974|N/A
FRA|25/08/1964|N/A
RUS|02/09/1979|RightHanded
CRO|02/06/1988|RightHanded
FRA|28/01/2004|N/A
ENG|27/04/1962|N/A
TUR|05/02/2003|N/A
ROU|11/08/1967|RightHanded
MRI|09/09/2001|N/A
ROU|23/03/2001|N/A
MRI|28/09/2002|N/A
SWE|26/10/1957|N/A
SWE|27/03/1967|RightHanded
IND|22/11/1999|N/A
TUR|09/03/2005|N/A
USA|20/06/1969|N/A
ZIM|30/08/1995|N/A
RUS|01/01/1980|N/A
INA|31/05/2003|N/A
INA|15/06/1998|N/A
INA|14/03/1998|N/A
AZE|14/05/1998|N/A
INA|06/06/2002|N/A
IRL|17/06/1998|N/A
IRL|27/08/1996|N/A
IRL|31/03/2000|N/A
INA|16/12/2001|N/A
UKR|06/03/1992|N/A
RUS|19/11/1995|N/A
KAZ|28/08/2004|N/A
POL|05/09/2004|N/A
INA|19/08/2002|N/A
POL|22/02/1990|RightHanded
ZIM|29/11/1993|N/A
INA|09/04/1996|N/A
POL|03/12/2001|N/A
KAZ|30/05/1997|N/A
IND|12/10/1953|N/A
IND|18/09/1988|N/A
AUS|25/06/2003|N/A
THA|28/10/2000|N/A
ENG|26/07/1993|N/A
BRN|11/03/1998|N/A
BAR|17/01/1983|N/A
ENG|16/01/2001|N/A
ENG|01/09/1999|N/A
CHI|11/07/1996|N/A
UGA|15/12/1994|N/A
DEN|09/01/1998|N/A
COD|24/09/1995|N/A
AUT|02/08/2001|N/A
GER|21/12/1966|N/A
POL|04/10/1999|N/A
NGR|23/08/1996|N/A
JPN|14/07/1998|N/A
BRN|03/07/1998|N/A
BRN|24/01/1985|N/A
PER|29/01/2002|N/A
PAN|14/11/1998|N/A
FRA|23/11/1961|N/A
ENG|05/05/1944|N/A
NGR|27/02/1988|N/A
AUT|09/06/1975|RightHanded
BHU|04/06/1997|N/A
SCO|01/04/1997|N/A
ENG|12/10/1956|N/A
GER|06/08/1999|N/A
NGR|10/05/1979|RightHanded
SRI|25/01/2001|N/A
AUS|08/05/1998|N/A
AUS|31/05/1999|N/A
MRI|13/10/1987|N/A
MRI|24/05/1999|N/A
POR|14/02/1999|N/A
POR|07/08/2001|N/A
INA|14/11/1997|N/A
INA|21/09/1996|N/A
SWE|11/09/1969|RightHanded
INA|15/02/2000|N/A
ZAM|10/02/2004|N/A
FRA|26/04/1995|N/A
JAM|29/08/1993|N/A
MAS|18/04/1996|N/A
BEL|20/03/1993|N/A
EST|30/08/1996|N/A
RUS|28/11/1998|N/A
TUR|01/01/2003|N/A
INA|21/03/2005|N/A
INA|02/07/1998|N/A
INA|06/11/2003|N/A
GER|23/01/1995|RightHanded
RUS|30/06/1986|N/A
JPN|01/11/1974|N/A
NGR|14/02/1990|N/A
NGR|26/03/2001|N/A
RUS|N/A|N/A
INA|31/01/2003|N/A
LAT|08/05/1996|N/A
CZE|02/08/2003|N/A
CZE|27/08/2000|N/A
GER|20/04/1946|N/A
SWE|20/06/1987|RightHanded
DEN|02/02/1999|N/A
DEN|23/03/1995|N/A
NOR|10/06/1996|N/A
LTU|21/05/1997|N/A
ISL|21/01/1998|N/A
ISL|03/05/2002|N/A
DEN|12/03/1997|RightHanded
DEN|15/07/1994|N/A
IRI|N/A|N/A
ETH|07/08/1996|N/A
INA|02/07/1995|N/A
RUS|23/09/1974|N/A
INA|12/04/2000|N/A
NGR|28/12/1995|N/A
DEN|11/05/1995|N/A
TUR|14/07/1998|N/A
SWE|22/07/1998|N/A
SWE|19/11/1948|N/A
UGA|22/12/1983|RightHanded
NOR|20/05/1997|N/A
SWE|22/04/2001|N/A
FIN|10/10/1990|N/A
TUR|09/01/1999|N/A
THA|28/08/1997|N/A
MAR|26/03/2000|N/A
EGY|N/A|N/A
MAR|26/09/1997|N/A
MAR|01/01/1980|N/A
MAR|27/03/1999|N/A
MAR|30/05/1996|N/A
INA|06/01/1996|N/A
EGY|10/10/1990|N/A
MAR|27/09/1996|N/A
MAR|17/06/2002|N/A
MAR|14/03/1996|N/A
EGY|12/04/1993|N/A
AUT|25/11/1971|N/A
RUS|07/05/2001|N/A
IND|20/07/1999|N/A
IND|18/09/1988|N/A
ISR|27/09/1994|N/A
ISR|27/09/1994|N/A
INA|05/06/2003|N/A
DEN|15/08/1989|N/A
DEN|09/09/1998|N/A
INA|16/02/2003|N/A
GRE|30/11/2001|N/A
HUN|19/01/1993|N/A
TUR|28/06/2000|N/A
NGR|27/02/1989|N/A
INA|10/05/2004|N/A
SUI|01/09/1998|N/A
EGY|04/02/1998|N/A
INA|08/09/2000|N/A
MAR|09/03/1995|N/A
MAR|14/03/1997|N/A
ISL|N/A|N/A
TOG|09/12/1990|N/A
ETH|05/07/1996|N/A
INA|24/01/1995|N/A
ENG|24/04/1964|N/A
WAL|05/04/1997|N/A
ISL|29/12/2001|RightHanded
CYP|20/11/1998|N/A
CYP|03/09/1997|N/A
NOR|05/07/2000|N/A
RSA|26/01/2000|N/A
ENG|14/10/1990|N/A
AUS|15/01/1999|N/A
NZL|N/A|RightHanded
ENG|14/09/1989|RightHanded
NZL|N/A|N/A
ENG|21/01/1987|RightHanded
MAR|01/01/1980|N/A
INA|24/09/2000|N/A
ETH|08/07/1999|N/A
INA|12/07/2005|N/A
EGY|24/05/2001|N/A
EGY|23/07/2000|N/A
GLD|24/07/1986|N/A
ENG|12/10/1944|N/A
BEL|21/04/1989|N/A
EGY|19/09/1990|RightHanded
KAZ|30/10/2000|N/A
DEN|25/01/1958|N/A
ENG|11/02/1949|N/A
RUS|08/07/1960|N/A
VEN|25/03/1997|N/A
INA|23/02/1993|N/A
EGY|11/12/1994|N/A
EGY|01/05/1996|N/A
MRI|30/01/2004|N/A
SWE|09/10/2000|N/A
SWE|09/01/1990|N/A
USA|N/A|N/A
POL|12/04/1994|N/A
ENG|06/06/1950|RightHanded
FIN|12/04/2002|N/A
FIN|07/03/1967|N/A
UGA|17/08/2003|N/A
ETH|10/07/1996|N/A
JPN|05/08/2004|N/A
JPN|14/09/2003|N/A
JPN|16/12/1986|RightHanded
INA|25/08/1996|N/A
MAS|16/01/1997|N/A
MAS|21/10/2000|N/A
MAS|23/10/2000|N/A
SGP|01/08/2006|N/A
DEN|28/08/1969|N/A
GER|24/04/1969|N/A
DEN|17/04/1997|N/A
TUR|26/10/2001|N/A
MGL|11/03/2004|N/A
MGL|27/03/2003|N/A
MGL|04/10/2002|N/A
MGL|22/05/1986|N/A
MGL|23/08/1988|N/A
MGL|01/10/1998|N/A
MGL|12/08/1994|N/A
MGL|12/07/2002|N/A
MGL|09/01/2002|N/A
NZL|24/08/1989|N/A
INA|10/11/2002|N/A
KOR|26/07/2002|N/A
KOR|01/05/2001|N/A
KOR|08/09/1991|N/A
KOR|06/06/1993|N/A
MAS|02/11/2000|N/A
TUR|03/01/1998|N/A
INA|26/03/1997|N/A
GER|18/09/1996|N/A
TUR|01/01/2001|N/A
TUR|18/04/2005|N/A
TUR|23/06/2001|N/A
MGL|30/06/1999|N/A
MGL|19/09/2004|N/A
MGL|18/09/2000|N/A
MGL|23/05/2004|N/A
TUR|03/03/1998|N/A
TUR|23/02/2002|N/A
TUR|23/02/2002|N/A
CZE|20/06/2003|N/A
INA|10/02/2001|N/A
INA|09/05/2003|N/A
INA|03/09/1998|N/A
SWE|22/12/1957|N/A
DEN|15/01/1999|N/A
FRO|23/05/1998|N/A
SWE|19/10/1946|N/A
DEN|02/11/1999|N/A
ISL|11/05/1994|N/A
SWE|17/02/2000|N/A
SWE|N/A|N/A
SWE|18/08/2001|N/A
SWE|20/01/1994|N/A
MGL|27/08/2001|N/A
MGL|15/08/2000|N/A
ISL|01/01/1980|N/A
RUS|27/06/1994|N/A
INA|09/11/1995|N/A
UZB|02/08/2003|N/A
INA|28/12/1997|N/A
ETH|31/01/1988|N/A
KAZ|11/09/2005|N/A
GER|22/11/1970|N/A
DEN|15/02/1999|N/A
TUR|03/10/1960|N/A
CYP|21/11/2000|N/A
MAR|21/09/2001|N/A
MAR|31/01/1995|N/A
MAR|27/12/1996|N/A
MAR|07/06/1999|N/A
MAR|01/01/1980|N/A
INA|01/01/1998|N/A
INA|07/08/1997|N/A
RUS|27/02/2002|N/A
TUR|08/02/2004|N/A
INA|02/08/1960|RightHanded
AUT|12/01/1996|N/A
AUT|09/07/1999|N/A
INA|15/02/2004|N/A
PHI|23/08/1993|RightHanded
UZB|18/09/2001|N/A
IRI|12/07/2001|N/A
IRI|06/06/1989|N/A
EST|04/12/2000|N/A
IRI|N/A|N/A
NOR|15/05/1969|RightHanded
FRA|02/07/1986|N/A
DEN|26/04/2001|N/A
NOR|27/10/1997|N/A
DOM|27/06/1997|N/A
MEX|29/09/1998|N/A
TTO|09/02/1991|N/A
MEX|10/07/1998|N/A
GUA|29/04/1996|N/A
NCL|02/12/1994|N/A
NCL|26/01/1987|N/A
MEX|16/03/2002|N/A
MRI|09/01/1982|N/A
EGY|13/07/1997|N/A
EGY|04/03/1998|N/A
CIV|01/01/2000|N/A
PHI|28/01/1990|RightHanded
COL|06/02/2000|N/A
ETH|14/07/1996|N/A
DOM|29/08/1991|N/A
ESP|19/09/1945|N/A
ZAM|17/12/1998|N/A
GUA|09/10/1997|N/A
POR|13/01/1997|N/A
IND|21/05/1974|N/A
BEL|24/03/1992|N/A
JPN|10/04/1958|N/A
JPN|N/A|N/A
FIN|23/03/1999|N/A
CIV|25/10/2004|N/A
SIN|27/10/1999|N/A
SIN|30/07/2001|N/A
FRA|04/05/1991|N/A
ROU|12/08/1997|N/A
GER|21/10/2003|N/A
NZL|N/A|N/A
CYP|20/10/2000|N/A
CYP|19/08/1997|N/A
CAN|05/12/2000|N/A
IRL|24/11/1957|N/A
ENG|27/10/1993|N/A
IRL|26/09/1987|N/A
IRL|16/09/1946|N/A
RUS|19/04/1996|N/A
KAZ|21/08/1997|N/A
CMR|28/11/1979|N/A
MAS|18/02/2005|N/A
ETH|11/02/1994|N/A
ISL|17/05/2000|N/A
FAL|18/07/1977|RightHanded
FRO|29/09/1988|N/A
DEN|07/05/1941|N/A
INA|30/10/1997|N/A
EGY|19/12/1995|N/A
IND|01/03/1949|N/A
DEN|10/03/2001|N/A
NOR|08/05/1998|N/A
NED|09/02/1964|N/A
SWE|29/07/1986|N/A
BEN|11/02/2003|N/A
FRA|30/07/1966|N/A
INA|28/11/2000|N/A
INA|26/01/1998|N/A
INA|07/01/2000|N/A
INA|06/03/2003|N/A
INA|28/01/2000|N/A
INA|02/07/1990|N/A
INA|26/07/2005|N/A
INA|23/08/2001|N/A
INA|06/05/2004|N/A
NGR|02/01/1988|N/A
INA|19/12/2001|N/A
IND|05/11/1976|N/A
DEN|03/09/1995|N/A
NGR|N/A|N/A
NGR|N/A|N/A
IRI|05/12/1995|N/A
INA|12/03/1998|N/A
INA|17/01/2002|N/A
RSA|30/03/1987|N/A
BEN|23/04/2017|N/A
DEN|19/07/1951|N/A
SUI|31/08/1972|N/A
INA|12/12/2002|N/A
INA|04/10/2003|N/A
IND|08/11/1993|N/A
UGA|N/A|N/A
INA|23/09/1994|N/A
INA|03/06/1999|N/A
INA|22/02/2002|N/A
INA|03/08/2004|N/A
INA|24/08/2005|N/A
INA|06/08/2001|N/A
KAZ|14/10/1998|N/A
THA|03/10/2003|N/A
FRA|29/08/1999|N/A
DEN|17/06/1994|N/A
ITA|09/09/2001|N/A
BEL|03/07/1998|N/A
FRA|19/11/1966|N/A
IRL|25/07/2002|N/A
UKR|21/09/1968|N/A
CHN|15/06/1999|N/A
CHN|13/02/1995|N/A
TPE|28/12/2002|N/A
AUS|19/10/1995|N/A
RSA|27/06/1958|N/A
NZL|26/07/2004|N/A
HKG|27/01/1997|N/A
AUS|09/09/1999|N/A
AUS|10/07/1996|N/A
TPE|28/12/2002|N/A
TPE|20/01/1987|N/A
DOM|05/02/1993|N/A
INA|18/01/1989|RightHanded
NZL|06/02/1993|N/A
TPE|31/03/2002|N/A
SUI|09/07/1993|RightHanded
BEN|16/09/2003|N/A
BAR|13/03/1996|N/A
AFG|19/09/1999|N/A
INA|17/11/1998|N/A
INA|17/08/2004|N/A
IRI|N/A|N/A
INA|12/05/2005|N/A
INA|06/10/2003|N/A
BRA|14/05/1999|N/A
POR|22/11/1995|N/A
BRA|03/01/2002|N/A
BRA|08/05/2000|N/A
BRA|12/03/1996|N/A
AUS|08/03/1986|N/A
INA|01/01/1980|N/A
INA|29/03/2005|N/A
ENG|27/09/1996|N/A
SCO|21/05/2000|N/A
AUT|12/05/1954|RightHanded
IND|02/06/2003|N/A
GRE|15/08/1991|N/A
INA|11/01/1992|N/A
GER|20/02/1999|N/A
INA|10/03/2003|N/A
INA|22/02/2003|N/A
INA|14/05/2002|N/A
INA|10/09/2002|N/A
INA|08/08/2006|N/A
ESP|11/04/2001|N/A
RUS|25/03/2002|N/A
INA|08/11/1997|N/A
INA|07/06/1999|N/A
INA|04/06/1998|N/A
INA|15/09/2002|N/A
TGA|05/09/1997|N/A
CMR|12/09/1985|N/A
FRA|19/10/2000|N/A
FRA|29/05/1997|RightHanded
INA|17/11/2000|N/A
INA|09/01/2003|N/A
INA|02/01/2002|N/A
INA|19/08/1996|N/A
INA|05/02/1998|N/A
INA|02/05/2004|N/A
INA|08/07/2001|N/A
INA|05/01/2001|N/A
INA|31/01/1999|N/A
INA|N/A|N/A
INA|20/07/2004|N/A
INA|05/01/2001|N/A
INA|15/10/1997|N/A
MAS|25/11/1992|N/A
INA|10/04/2005|N/A
INA|07/06/1997|N/A
RUS|23/05/2003|N/A
INA|15/09/1995|N/A
INA|05/05/2004|N/A
IRI|06/01/2001|N/A
KAZ|13/02/2003|N/A
THA|13/07/1995|N/A
INA|02/02/2003|N/A
INA|23/02/2001|N/A
INA|09/02/2004|N/A
INA|26/02/2001|N/A
